rebalance_date,exit_date,portfolio_return,spy_return,stocks_held,top_holdings
2000-01-01,2000-07-01,0.010783,0.01763,13,VMC,NTZ,AAPL,RIG,LZB,PNR,CHRW,DCI,ETD,ITW
2000-07-01,2001-01-01,0.168409,-0.120522,12,MMM,AAPL,XRAY,DHR,ANF,RHI,DCI,ETD,HRL,SNPS
2001-01-01,2001-07-01,0.141881,-0.031007,10,MMM,BF-B,XRAY,DHR,ANF,RHI,BEN,ITW,CVS,LE
2001-07-01,2002-01-01,0.031491,-0.062618,14,INTC,TSM,UMC,TXMD,XRAY,ABT,TER,STM,CR,NVO
2002-01-01,2002-07-01,-0.121014,-0.154752,14,INTC,TSM,UMC,TXMD,XRAY,NKE,ABT,TER,STM,CR
2002-07-01,2003-01-01,-0.093159,-0.052582,11,PTEN,AEO,MHK,RL,HAL,NKE,HRC,CSGS,KOF,NVO
2003-01-01,2003-07-01,0.115251,0.090271,15,TTWO,GFI,EPC,PTEN,AEO,MHK,BDXB,BDXA,BDX,RL
2003-07-01,2004-01-01,0.128576,0.138454,17,SEIC,GFI,EPC,NOK,TTWO,BDXB,BDX,BDXA,DLTR,LOW
2004-01-01,2004-07-01,0.067957,0.022761,18,DCI,J,SEIC,NOK,BDXA,BDXB,BDX,TTC,DLTR,LOW
2004-07-01,2005-01-01,0.178118,0.077825,27,SNY,MAT,DCI,PKX,J,GRVY,MMM,PGR,NOK,DKS
2005-01-01,2005-07-01,-0.017997,0.001466,31,SNY,MAT,ROK,COO,NDSN,PKX,GRVY,ORCL,MMM,COL
2005-07-01,2006-01-01,0.078298,0.070148,55,PGR,X,UGP,JNJ,GPS,GAP,ROK,SWH,SLAB,TECK
2006-01-01,2006-07-01,0.060743,0.017214,59,PGR,X,LRCX,UGP,JNJ,GPS,GAP,NKE,SWH,SLAB
2006-07-01,2007-01-01,0.051364,0.117225,70,LRCX,WLK,PRDO,NKE,CRS,PH,CR,TKR,HUBB,WWW
2007-01-01,2007-07-01,0.145298,0.082556,66,TPR,WLK,PRDO,CRS,CR,TKR,HUBB,WWW,ZBH,TS
2007-07-01,2008-01-01,-0.041682,-0.035582,67,TPR,TECK,X,CMI,LLY,CRS,NVO,OII,IDCC,FCX
2008-01-01,2008-07-01,0.036453,-0.105304,65,TECK,X,CMI,LLY,NVO,BDX,BDXA,BDXB,OII,IDCC
2008-07-01,2009-01-01,-0.287577,-0.265786,47,AKO-A,NE,NVO,BAX,BDXB,BDX,BDXA,FLS,OII,SCCO
2009-01-01,2009-07-01,0.139622,0.005997,47,AKO-A,NE,NVO,BAX,FLS,OII,AIT,HEI,SCCO,SEIC
2009-07-01,2010-01-01,0.253234,0.239895,45,XLNX,AIT,KEX,WKC,INT,HEI,GVA,NAT,GILD,SOHU
2010-01-01,2010-07-01,-0.044808,-0.085249,46,ORCL,LANC,MZTI,XLNX,KEX,INT,WKC,GVA,NAT,GILD
2010-07-01,2011-01-01,0.330043,0.249583,45,NVO,NUS,DLTR,ORCL,MZTI,LANC,BIIB,IDCC,TJX,BKNG
2011-01-01,2011-07-01,0.095973,0.063911,56,NVO,AVGO,NUS,DLTR,INTU,LRCX,HRC,BIIB,IDCC,TJX
2011-07-01,2012-01-01,-0.071204,-0.03693,72,FCX,TER,AVGO,RES,RIO,INTC,INTU,LRCX,GLW,CVX
2012-01-01,2012-07-01,0.021179,0.080897,75,FCX,TER,KLAC,AVGO,RES,RIO,INTC,MXIM,GLW,CVX
2012-07-01,2013-01-01,0.104375,0.083272,88,TJX,CF,CMI,AU,KLAC,BF-B,MXIM,DAR,PRAA,ODFL
2013-01-01,2013-07-01,0.106176,0.115605,76,TJX,CF,CMI,AU,DRD,DAR,PRAA,ODFL,HP,JAZZ
2013-07-01,2014-01-01,0.185554,0.145321,61,RHI,VFC,DRD,HUBB,HP,NVO,TPR,PII,GPS,GAP
2014-01-01,2014-07-01,0.080418,0.087064,65,RHI,VFC,HUBB,NVO,PII,GAP,GPS,DLTR,MTD,CF
2014-07-01,2015-01-01,-0.011676,0.05325,51,VMI,OII,CHD,LOPE,GWW,DKS,SAFM,RMD,MCHP,GIL
2015-01-01,2015-07-01,0.007519,0.019522,56,CALM,VMI,OII,CHD,EL,SAFM,MMS,LOPE,GWW,DKS
