rebalance_date,exit_date,portfolio_return,spy_return,stocks_held,holdings
2000-01-01,2000-04-01,0.047025,0.042551,8,AAL,VC,AVT,TRI,LECO,MLKN,GT,INTU,MLHR,KELYA,ROST,XEL
2000-04-01,2000-07-01,-0.045608,-0.023904,6,AAL,ROST,AVT,MLKN,CBSH,INTU,XRAY,MLHR
2000-07-01,2000-10-01,0.095562,-0.020853,6,AAL,ROST,AVT,MLKN,CBSH,INTU,XRAY,MLHR,XLNX
2000-10-01,2001-01-01,0.139761,-0.101791,3,AAL,ROST,STX,CBSH,MLHR,XRAY,XLNX
2001-01-01,2001-04-01,0.115261,-0.111017,4,AAL,ROST,AAPL,STX,CBSH,MLHR,XRAY,XLNX
2001-04-01,2001-07-01,0.122831,0.090001,8,AAL,AMD,MEOH,SIVB,CDW,TXMD,AAPL,LSCC,APA,ROST,STX,MLHR,ERIE,TER,FHB,XLNX
2001-07-01,2001-10-01,-0.280156,-0.156858,11,AAL,AMD,MEOH,SIVB,CRUS,CDW,TXMD,AAPL,QMCO,LSCC,APA,ROST,STX,MLHR,RYAAY,ERIE,TER,FHB
2001-10-01,2002-01-01,0.428494,0.111773,14,AAL,AMD,MEOH,SIVB,CRUS,CDW,TXMD,AAPL,QMCO,LSCC,APA,ROST,MLHR,RYAAY,MZTI,LANC,MLKN,ERIE,TER,FHB
2002-01-01,2002-04-01,0.064765,-0.005489,14,AAL,LEE,AMD,MEOH,SIVB,CRUS,CDW,TXMD,QMCO,LSCC,APA,ROST,MLHR,RYAAY,LANC,MZTI,MLKN,ERIE,TER,FHB
2002-04-01,2002-07-01,-0.124223,-0.150087,11,LEE,CRUS,CDW,APA,PTEN,QMCO,LECO,MLHR,SIVB,RYAAY,LANC,MZTI,MLKN,COLM
2002-07-01,2002-10-01,0.013752,-0.112607,9,LEE,CDW,APA,PTEN,LECO,MLHR,RYAAY,SIVB,MZTI,LANC,MLKN,COLM
2002-10-01,2003-01-01,0.077676,0.067642,8,LEE,CDW,APA,PTEN,LECO,RYAAY,SIVB,LANC,MZTI,COLM
2003-01-01,2003-04-01,-0.033999,-0.051488,8,CDW,APA,PTEN,LECO,RYAAY,SIVB,LANC,MZTI,COLM,TTWO
2003-04-01,2003-07-01,0.218215,0.149454,14,MTCH,CDW,UPBD,CHKP,MDLZ,HSIC,RYAAY,RCII,CME,KMB,LANC,MZTI,APA,ODP,TTWO,ERIE
2003-07-01,2003-10-01,-0.009753,0.040018,15,MTCH,CDW,UPBD,RYAAY,CHKP,MDLZ,HSIC,RCII,CME,LOGI,KMB,MZTI,LANC,APA,ODP,TTWO,ERIE
2003-10-01,2004-01-01,0.052365,0.094648,19,MTCH,CDW,UPBD,WDC,RYAAY,STX,CHKP,MZTI,LANC,MDLZ,HSIC,RCII,CME,LOGI,KMB,RGS,APA,ODP,TTWO,ERIE
2004-01-01,2004-04-01,0.058689,0.026532,19,MTCH,COO,CDW,UPBD,WDC,RYAAY,STX,CHKP,MZTI,LANC,MDLZ,HSIC,RCII,CME,LOGI,KMB,RGS,APA,ODP,ERIE
2004-04-01,2004-07-01,-0.051334,-0.003674,17,ACGL,COO,FHB,WDC,ATLC,CDW,RYAAY,MDLZ,SVC,STX,APA,LANC,MZTI,WTW,LOGI,RCII,UPBD,PFG,RGS
2004-07-01,2004-10-01,0.013577,0.010403,16,ACGL,COO,FHB,RYAAY,WDC,ATLC,CDW,MDLZ,SVC,STX,APA,LANC,MZTI,WTW,RCII,UPBD,PFG,RGS
2004-10-01,2005-01-01,0.121402,0.066727,14,ACGL,COO,FHB,RYAAY,ATLC,CDW,WDC,MDLZ,SVC,APA,STX,WTW,UPBD,RCII,CBRL,PFG
2005-01-01,2005-04-01,0.046041,-0.020037,15,ACGL,COO,FHB,RYAAY,ATLC,CDW,WDC,MDLZ,SVC,APA,STX,WTW,PPC,UPBD,RCII,CBRL,PFG
2005-04-01,2005-07-01,-0.039024,0.021942,22,ACGL,HTZ,COO,STLD,CDW,RYAAY,WDC,SIGI,RELY,STFC,MEOH,APA,GRVY,STX,PBCT,ATLC,RCII,UPBD,PPC,SKYW,MGLN,MAT,CBRL,YELL,ARCB
2005-07-01,2005-10-01,0.023547,0.030133,22,ACGL,HTZ,COO,STLD,CDW,RYAAY,WDC,SIGI,RELY,STFC,MEOH,APA,GRVY,STX,PBCT,ATLC,UPBD,RCII,PPC,SKYW,MGLN,MAT,CBRL,YELL,ARCB
2005-10-01,2006-01-01,0.058643,0.038844,23,ACGL,HTZ,COO,STLD,CDW,RYAAY,SIGI,RELY,STFC,MEOH,APA,GRVY,WDC,STX,PBCT,ATLC,RCII,UPBD,LRCX,PPC,SKYW,MGLN,MAT,YELL,CBRL,ARCB
2006-01-01,2006-04-01,0.108882,0.028044,23,ACGL,HTZ,STLD,CDW,RYAAY,PPC,SIGI,RELY,STFC,MEOH,APA,GRVY,WDC,STX,JACK,PBCT,ATLC,RCII,UPBD,LRCX,SKYW,MGLN,MAT,YELL,CBRL,ARCB
2006-04-01,2006-07-01,0.03475,-0.010534,25,IBKR,RNWK,CDW,STLD,RYAAY,ACGL,AKAM,YELL,ARLP,APA,MGLN,PPC,SIGI,UPBD,RCII,RELY,IHRT,ARCB,WDC,ATLC,STX,JACK,STFC,BPOPN,MEOH,LRCX,LECO,VRSN,COLM,PRDO
2006-07-01,2006-10-01,-0.002245,0.045837,25,IBKR,RNWK,CDW,STLD,ACGL,AKAM,YELL,ARLP,APA,MGLN,RYAAY,PPC,SIGI,RCII,UPBD,RELY,IHRT,ARCB,WDC,ATLC,STX,JACK,STFC,BPOPN,MEOH,LRCX,LECO,VRSN,COLM,PRDO
2006-10-01,2007-01-01,0.097689,0.06826,25,IBKR,RNWK,CDW,STLD,ACGL,WDC,AKAM,YELL,ARLP,APA,MGLN,RYAAY,PPC,SIGI,UPBD,RCII,RELY,IHRT,ARCB,ATLC,JACK,STFC,BPOPN,ADP,MEOH,STX,LECO,VRSN,COLM,PRDO
2007-01-01,2007-04-01,-0.011135,0.00953,25,IBKR,RNWK,CDW,STLD,ACGL,WDC,AKAM,YELL,ARLP,APA,MGLN,RYAAY,SIGI,RCII,UPBD,RELY,IHRT,ARCB,ATLC,STFC,BPOPN,ADP,MEOH,STX,LECO,VRSN,COLM,PRDO,RGS,PFG
2007-04-01,2007-07-01,0.074347,0.072337,26,IBKR,CDW,PTEN,MEOH,ACGL,ARLP,STLD,YELL,IDCC,WDC,CINF,APA,RYAAY,WFRD,PCH,SIGI,NCTY,TXN,CSX,STFC,RNWK,VIACA,CLMT,MDLZ,ADP,MKSI,STX,WERN,WTW,LNT
2007-07-01,2007-10-01,-0.042794,0.021405,26,IBKR,CDW,PTEN,AINV,MFIC,MEOH,ACGL,ARLP,STLD,TYHT,YELL,IDCC,WDC,CINF,APA,ALKS,WFRD,RYAAY,PCH,SIGI,NCTY,TXN,CSX,STFC,RNWK,VIACA,CLMT,MDLZ,ADP,MKSI
2007-10-01,2008-01-01,-0.072132,-0.055792,26,IBKR,CDW,WDC,PTEN,AINV,MFIC,MEOH,ACGL,ARLP,STLD,TYHT,YELL,IDCC,CINF,APA,ALKS,WFRD,RYAAY,PCH,SIGI,NCTY,TXN,LRCX,CSX,STFC,RNWK,VIACA,CLMT,MDLZ,MKSI
2008-01-01,2008-04-01,-0.021915,-0.052652,26,IBKR,CDW,WDC,PTEN,AINV,MFIC,MEOH,ACGL,AZTA,BRKS,ARLP,STLD,TYHT,YELL,IDCC,CINF,APA,ALKS,WFRD,RYAAY,PCH,SIGI,NCTY,TXN,LRCX,CSX,STFC,RNWK,VIACA,CLMT
2008-04-01,2008-07-01,-0.038996,-0.055578,24,IBKR,CDW,WDC,ACGL,AINV,MFIC,TRI,PTEN,AZTA,BRKS,MEOH,WFRD,TYHT,ARLP,CINF,SIGI,FA,AAWW,XRX,SVC,STFC,IPLDP,ALKS,RYAAY,ODP,SLAB,LRCX,LNT,VIACA,COLM
2008-07-01,2008-10-01,-0.103607,-0.090743,24,IBKR,CDW,RYAAY,WDC,ACGL,TRI,PTEN,BRKS,AZTA,MEOH,WFRD,TYHT,ARLP,CINF,SIGI,FA,ALKS,AAWW,XRX,SVC,STFC,IPLDP,ODP,SLAB,LRCX,LNT,VIACA,COLM,NDAQ,ERIC
2008-10-01,2009-01-01,-0.192883,-0.192512,24,IBKR,CDW,RYAAY,ACGL,TRI,WDC,PTEN,BRKS,AZTA,MEOH,WFRD,TYHT,STX,ARLP,CINF,SIGI,AVT,FA,ALKS,AAWW,XRX,SVC,STFC,IPLDP,ODP,SLAB,LRCX,LNT,VIACA,COLM
2009-01-01,2009-04-01,-0.123551,-0.121837,24,IBKR,CDW,RYAAY,ACGL,TRI,WDC,PTEN,MEOH,WFRD,TYHT,STX,SCHN,ARLP,CINF,ADI,SIGI,AVT,FA,ALKS,AAWW,XRX,SVC,STFC,IPLDP,ODP,SLAB,LRCX,NDSN,LNT,VIACA
2009-04-01,2009-07-01,0.242707,0.14557,29,IBKR,NCTY,EBAY,PTEN,RYAAY,MEOH,WDC,TYHT,STX,SCHN,OMAB,ADI,FOSL,AVT,RCII,UPBD,ALKS,MDLZ,CSX,ESLT,LECO,LRCX,HSIC,LNT,TXN,NDSN,SWKS,CINF,SOHU,NTES
2009-07-01,2009-10-01,0.156546,0.120529,28,IBKR,NCTY,EBAY,PTEN,MEOH,WDC,TYHT,STX,SCHN,OMAB,ADI,FOSL,AVT,UPBD,RCII,MDLZ,CSX,ESLT,LECO,LRCX,HSIC,LNT,TXN,NDSN,SWKS,CINF,SOHU,PDCO,NTES,WFRD
2009-10-01,2010-01-01,0.084325,0.106527,28,IBKR,NCTY,EBAY,PTEN,MEOH,TYHT,SCHN,OMAB,ADI,FOSL,RCII,UPBD,MDLZ,WDC,CSX,ESLT,LECO,HSIC,LNT,TXN,NDSN,SWKS,CINF,SOHU,PDCO,ADP,NTES,WFRD,CTSH,ROST
